"origin","dev","value","dow_origin","dow_dev","weekend_reporting","var1","var2"
20,1,0.001,"7","7",0,2.22380884182083,3.47060757641797
21,1,0.001,"1","1",0,2.22380884182083,3.47060757641797
22,1,0.001,"2","2",0,2.22380884182083,3.47060757641797
23,1,0.001,"3","3",0,2.22380884182083,3.47060757641797
24,1,0.001,"4","4",0,2.22380884182083,3.47060757641797
25,1,0.001,"5","5",1,3.27368623793157,2.95180539165506
26,1,0.001,"6","6",1,3.27368623793157,2.95180539165506
27,1,0.001,"7","7",0,2.22380884182083,3.47060757641797
28,1,0.001,"1","1",0,2.22380884182083,3.47060757641797
29,1,0.001,"2","2",0,2.22380884182083,3.47060757641797
30,1,0.001,"3","3",0,2.22380884182083,3.47060757641797
31,1,0.001,"4","4",0,2.22380884182083,3.47060757641797
32,1,0.001,"5","5",1,3.27368623793157,2.95180539165506
33,1,0.001,"6","6",1,3.27368623793157,2.95180539165506
34,1,0.001,"7","7",0,2.22380884182083,3.47060757641797
35,1,0.001,"1","1",0,2.22380884182083,3.47060757641797
36,1,0.001,"2","2",0,2.22380884182083,3.47060757641797
37,1,0.001,"3","3",0,2.22380884182083,3.47060757641797
38,1,0.001,"4","4",0,2.22380884182083,3.47060757641797
39,1,0.001,"5","5",1,3.27368623793157,2.95180539165506
40,1,0.001,"6","6",1,3.27368623793157,2.95180539165506
41,1,0.001,"7","7",0,2.22380884182083,3.47060757641797
42,1,0.001,"1","1",0,2.22380884182083,3.47060757641797
43,1,0.001,"2","2",0,2.22380884182083,3.47060757641797
44,1,0.001,"3","3",0,2.22380884182083,3.47060757641797
45,1,0.001,"4","4",0,2.22380884182083,3.47060757641797
46,1,0.001,"5","5",1,3.27368623793157,2.95180539165506
47,1,0.001,"6","6",1,3.27368623793157,2.95180539165506
48,1,0.001,"7","7",0,2.22380884182083,3.47060757641797
49,1,0.001,"1","1",0,2.22380884182083,3.47060757641797
50,1,0.001,"2","2",0,2.22380884182083,3.47060757641797
51,1,0.001,"3","3",0,2.22380884182083,3.47060757641797
52,1,0.001,"4","4",0,2.22380884182083,3.47060757641797
53,1,0.001,"5","5",1,3.27368623793157,2.95180539165506
54,1,0.001,"6","6",1,3.27368623793157,2.95180539165506
55,1,0.001,"7","7",0,2.22380884182083,3.47060757641797
56,1,0.001,"1","1",0,2.22380884182083,3.47060757641797
57,1,0.001,"2","2",0,2.22380884182083,3.47060757641797
58,1,0.001,"3","3",0,2.22380884182083,3.47060757641797
59,1,0.001,"4","4",0,2.22380884182083,3.47060757641797
60,1,0.001,"5","5",1,3.27368623793157,2.95180539165506
61,1,0.001,"6","6",1,3.27368623793157,2.95180539165506
62,1,0.001,"7","7",0,2.22380884182083,3.47060757641797
63,1,0.001,"1","1",0,2.22380884182083,3.47060757641797
64,1,0.001,"2","2",0,2.22380884182083,3.47060757641797
65,1,0.001,"3","3",0,2.22380884182083,3.47060757641797
66,1,0.001,"4","4",0,2.22380884182083,3.47060757641797
67,1,0.001,"5","5",1,3.27368623793157,2.95180539165506
68,1,0.001,"6","6",1,3.27368623793157,2.95180539165506
69,1,0.001,"7","7",0,2.22380884182083,3.47060757641797
70,1,0.001,"1","1",0,2.22380884182083,3.47060757641797
71,1,0.001,"2","2",0,2.22380884182083,3.47060757641797
72,1,0.001,"3","3",0,2.22380884182083,3.47060757641797
73,1,0.001,"4","4",0,2.22380884182083,3.47060757641797
74,1,0.001,"5","5",1,3.27368623793157,2.95180539165506
75,1,0.001,"6","6",1,3.27368623793157,2.95180539165506
76,1,0.001,"7","7",0,2.22380884182083,3.47060757641797
77,1,0.001,"1","1",0,2.22380884182083,3.47060757641797
78,1,0.001,"2","2",0,2.22380884182083,3.47060757641797
79,1,0.001,"3","3",0,2.22380884182083,3.47060757641797
80,1,0.001,"4","4",0,2.22380884182083,3.47060757641797
20,2,0,"7","1",0,2.22380884182083,3.47060757641797
21,2,0,"1","2",0,2.22380884182083,3.47060757641797
22,2,0,"2","3",0,2.22380884182083,3.47060757641797
23,2,0,"3","4",0,2.22380884182083,3.47060757641797
24,2,0,"4","5",0,2.22380884182083,3.47060757641797
25,2,0,"5","6",1,3.27368623793157,2.95180539165506
26,2,0,"6","7",1,3.27368623793157,2.95180539165506
27,2,0,"7","1",0,2.22380884182083,3.47060757641797
28,2,0,"1","2",0,2.22380884182083,3.47060757641797
29,2,0,"2","3",0,2.22380884182083,3.47060757641797
30,2,0,"3","4",0,2.22380884182083,3.47060757641797
31,2,0,"4","5",0,2.22380884182083,3.47060757641797
32,2,0,"5","6",1,3.27368623793157,2.95180539165506
33,2,0,"6","7",1,3.27368623793157,2.95180539165506
34,2,0,"7","1",0,2.22380884182083,3.47060757641797
35,2,0,"1","2",0,2.22380884182083,3.47060757641797
36,2,0,"2","3",0,2.22380884182083,3.47060757641797
37,2,0,"3","4",0,2.22380884182083,3.47060757641797
38,2,0,"4","5",0,2.22380884182083,3.47060757641797
39,2,0,"5","6",1,3.27368623793157,2.95180539165506
40,2,0,"6","7",1,3.27368623793157,2.95180539165506
41,2,0,"7","1",0,2.22380884182083,3.47060757641797
42,2,0,"1","2",0,2.22380884182083,3.47060757641797
43,2,0,"2","3",0,2.22380884182083,3.47060757641797
44,2,0,"3","4",0,2.22380884182083,3.47060757641797
45,2,0,"4","5",0,2.22380884182083,3.47060757641797
46,2,0,"5","6",1,3.27368623793157,2.95180539165506
47,2,0,"6","7",1,3.27368623793157,2.95180539165506
48,2,0,"7","1",0,2.22380884182083,3.47060757641797
49,2,0,"1","2",0,2.22380884182083,3.47060757641797
50,2,0,"2","3",0,2.22380884182083,3.47060757641797
51,2,0,"3","4",0,2.22380884182083,3.47060757641797
52,2,0,"4","5",0,2.22380884182083,3.47060757641797
53,2,0,"5","6",1,3.27368623793157,2.95180539165506
54,2,0,"6","7",1,3.27368623793157,2.95180539165506
55,2,0,"7","1",0,2.22380884182083,3.47060757641797
56,2,0,"1","2",0,2.22380884182083,3.47060757641797
57,2,1,"2","3",0,2.22380884182083,3.47060757641797
58,2,0,"3","4",0,2.22380884182083,3.47060757641797
59,2,0,"4","5",0,2.22380884182083,3.47060757641797
60,2,0,"5","6",1,3.27368623793157,2.95180539165506
61,2,0,"6","7",1,3.27368623793157,2.95180539165506
62,2,0,"7","1",0,2.22380884182083,3.47060757641797
63,2,0,"1","2",0,2.22380884182083,3.47060757641797
64,2,0,"2","3",0,2.22380884182083,3.47060757641797
65,2,0,"3","4",0,2.22380884182083,3.47060757641797
66,2,0,"4","5",0,2.22380884182083,3.47060757641797
67,2,0,"5","6",1,3.27368623793157,2.95180539165506
68,2,0,"6","7",1,3.27368623793157,2.95180539165506
69,2,0,"7","1",0,2.22380884182083,3.47060757641797
70,2,0,"1","2",0,2.22380884182083,3.47060757641797
71,2,0,"2","3",0,2.22380884182083,3.47060757641797
72,2,0,"3","4",0,2.22380884182083,3.47060757641797
73,2,0,"4","5",0,2.22380884182083,3.47060757641797
74,2,0,"5","6",1,3.27368623793157,2.95180539165506
75,2,0,"6","7",1,3.27368623793157,2.95180539165506
76,2,0,"7","1",0,2.22380884182083,3.47060757641797
77,2,0,"1","2",0,2.22380884182083,3.47060757641797
78,2,0,"2","3",0,2.22380884182083,3.47060757641797
79,2,0,"3","4",0,2.22380884182083,3.47060757641797
80,2,NA,"4","5",0,2.22380884182083,3.47060757641797
20,3,0,"7","2",0,2.22380884182083,3.47060757641797
21,3,0,"1","3",0,2.22380884182083,3.47060757641797
22,3,0,"2","4",0,2.22380884182083,3.47060757641797
23,3,0,"3","5",0,2.22380884182083,3.47060757641797
24,3,0,"4","6",0,2.22380884182083,3.47060757641797
25,3,0,"5","7",1,3.27368623793157,2.95180539165506
26,3,0,"6","1",1,3.27368623793157,2.95180539165506
27,3,0,"7","2",0,2.22380884182083,3.47060757641797
28,3,0,"1","3",0,2.22380884182083,3.47060757641797
29,3,0,"2","4",0,2.22380884182083,3.47060757641797
30,3,0,"3","5",0,2.22380884182083,3.47060757641797
31,3,0,"4","6",0,2.22380884182083,3.47060757641797
32,3,0,"5","7",1,3.27368623793157,2.95180539165506
33,3,0,"6","1",1,3.27368623793157,2.95180539165506
34,3,0,"7","2",0,2.22380884182083,3.47060757641797
35,3,0,"1","3",0,2.22380884182083,3.47060757641797
36,3,0,"2","4",0,2.22380884182083,3.47060757641797
37,3,0,"3","5",0,2.22380884182083,3.47060757641797
38,3,0,"4","6",0,2.22380884182083,3.47060757641797
39,3,0,"5","7",1,3.27368623793157,2.95180539165506
40,3,0,"6","1",1,3.27368623793157,2.95180539165506
41,3,0,"7","2",0,2.22380884182083,3.47060757641797
42,3,0,"1","3",0,2.22380884182083,3.47060757641797
43,3,0,"2","4",0,2.22380884182083,3.47060757641797
