"origin","dev","value","dow_origin","dow_dev","weekend_reporting","var1","var2"
76,1,0,"7","7",0,2.08574620794064,15.315058758211
77,1,0,"1","1",0,2.08574620794064,15.315058758211
78,1,0,"2","2",0,2.08574620794064,15.315058758211
79,1,0,"3","3",0,2.08574620794064,15.315058758211
80,1,0,"4","4",0,2.08574620794064,15.315058758211
81,1,0,"5","5",1,2.08574620794064,15.315058758211
82,1,0,"6","6",1,2.08574620794064,15.315058758211
83,1,0,"7","7",0,2.08574620794064,15.315058758211
84,1,0,"1","1",0,2.08574620794064,15.315058758211
85,1,0,"2","2",0,2.08574620794064,15.315058758211
86,1,0,"3","3",0,2.08574620794064,15.315058758211
87,1,0,"4","4",0,2.08574620794064,15.315058758211
88,1,0,"5","5",1,2.08574620794064,15.315058758211
89,1,0,"6","6",1,2.08574620794064,15.315058758211
90,1,0,"7","7",0,2.08574620794064,15.315058758211
91,1,0,"1","1",0,2.08574620794064,15.315058758211
92,1,0,"2","2",0,2.08574620794064,15.315058758211
93,1,0,"3","3",0,2.08574620794064,15.315058758211
94,1,0,"4","4",0,2.08574620794064,15.315058758211
95,1,0,"5","5",1,2.08574620794064,15.315058758211
96,1,0,"6","6",1,2.08574620794064,15.315058758211
97,1,0,"7","7",0,2.08574620794064,15.315058758211
98,1,0,"1","1",0,2.08574620794064,15.315058758211
99,1,0,"2","2",0,2.08574620794064,15.315058758211
100,1,0,"3","3",0,2.08574620794064,15.315058758211
101,1,0,"4","4",0,2.08574620794064,15.315058758211
102,1,0,"5","5",1,2.08574620794064,15.315058758211
103,1,0,"6","6",1,2.08574620794064,15.315058758211
104,1,0,"7","7",0,2.08574620794064,15.315058758211
105,1,0,"1","1",0,2.08574620794064,15.315058758211
106,1,0,"2","2",0,2.08574620794064,15.315058758211
107,1,0,"3","3",0,2.08574620794064,15.315058758211
108,1,0,"4","4",0,2.08574620794064,15.315058758211
109,1,0,"5","5",1,2.08574620794064,15.315058758211
110,1,0,"6","6",1,2.08574620794064,15.315058758211
111,1,0,"7","7",0,2.08574620794064,15.315058758211
112,1,0,"1","1",0,2.08574620794064,15.315058758211
113,1,0,"2","2",0,2.08574620794064,15.315058758211
114,1,0,"3","3",0,2.08574620794064,15.315058758211
