"origin","dev","value","dow_origin","dow_dev","weekend_reporting","var1","var2"
78,1,0.001,"2","2",0,2.09034433217559,15.3473066995145
79,1,0.001,"3","3",0,2.09034433217559,15.3473066995145
80,1,0.001,"4","4",0,2.09034433217559,15.3473066995145
81,1,0.001,"5","5",1,2.09034433217559,15.3473066995145
82,1,0.001,"6","6",1,2.09034433217559,15.3473066995145
83,1,0.001,"7","7",0,2.09034433217559,15.3473066995145
84,1,0.001,"1","1",0,2.09034433217559,15.3473066995145
85,1,0.001,"2","2",0,2.09034433217559,15.3473066995145
86,1,0.001,"3","3",0,2.09034433217559,15.3473066995145
87,1,0.001,"4","4",0,2.09034433217559,15.3473066995145
88,1,0.001,"5","5",1,2.09034433217559,15.3473066995145
89,1,0.001,"6","6",1,2.09034433217559,15.3473066995145
90,1,0.001,"7","7",0,2.09034433217559,15.3473066995145
91,1,0.001,"1","1",0,2.09034433217559,15.3473066995145
92,1,0.001,"2","2",0,2.09034433217559,15.3473066995145
93,1,0.001,"3","3",0,2.09034433217559,15.3473066995145
94,1,0.001,"4","4",0,2.09034433217559,15.3473066995145
95,1,0.001,"5","5",1,2.09034433217559,15.3473066995145
96,1,0.001,"6","6",1,2.09034433217559,15.3473066995145
97,1,0.001,"7","7",0,2.09034433217559,15.3473066995145
98,1,0.001,"1","1",0,2.09034433217559,15.3473066995145
99,1,0.001,"2","2",0,2.09034433217559,15.3473066995145
100,1,0.001,"3","3",0,2.09034433217559,15.3473066995145
101,1,0.001,"4","4",0,2.09034433217559,15.3473066995145
102,1,0.001,"5","5",1,2.09034433217559,15.3473066995145
103,1,0.001,"6","6",1,2.09034433217559,15.3473066995145
104,1,0.001,"7","7",0,2.09034433217559,15.3473066995145
105,1,0.001,"1","1",0,2.09034433217559,15.3473066995145
106,1,0.001,"2","2",0,2.09034433217559,15.3473066995145
107,1,0.001,"3","3",0,2.09034433217559,15.3473066995145
108,1,0.001,"4","4",0,2.09034433217559,15.3473066995145
109,1,0.001,"5","5",1,2.09034433217559,15.3473066995145
110,1,0.001,"6","6",1,2.09034433217559,15.3473066995145
111,1,0.001,"7","7",0,2.09034433217559,15.3473066995145
112,1,0.001,"1","1",0,2.09034433217559,15.3473066995145
113,1,0.001,"2","2",0,2.09034433217559,15.3473066995145
114,1,0.001,"3","3",0,2.09034433217559,15.3473066995145
115,1,0.001,"4","4",0,2.09034433217559,15.3473066995145
116,1,0.001,"5","5",1,2.09034433217559,15.3473066995145
117,1,0.001,"6","6",1,2.09034433217559,15.3473066995145
118,1,0.001,"7","7",0,2.09034433217559,15.3473066995145
119,1,0.001,"1","1",0,2.09034433217559,15.3473066995145
120,1,0.001,"2","2",0,2.09034433217559,15.3473066995145
121,1,0.001,"3","3",0,2.09034433217559,15.3473066995145
122,1,0.001,"4","4",0,2.09034433217559,15.3473066995145
123,1,0.001,"5","5",1,2.09034433217559,15.3473066995145
124,1,0.001,"6","6",1,2.09034433217559,15.3473066995145
125,1,0.001,"7","7",0,2.09034433217559,15.3473066995145
126,1,0.001,"1","1",0,2.09034433217559,15.3473066995145
127,1,0.001,"2","2",0,2.09034433217559,15.3473066995145
128,1,0.001,"3","3",0,2.09034433217559,15.3473066995145
129,1,0.001,"4","4",0,2.09034433217559,15.3473066995145
130,1,0.001,"5","5",1,2.09034433217559,15.3473066995145
131,1,0.001,"6","6",1,2.09034433217559,15.3473066995145
132,1,0.001,"7","7",0,2.09034433217559,15.3473066995145
133,1,0.001,"1","1",0,2.09034433217559,15.3473066995145
134,1,0.001,"2","2",0,2.09034433217559,15.3473066995145
135,1,0.001,"3","3",0,2.09034433217559,15.3473066995145
136,1,0.001,"4","4",0,2.09034433217559,15.3473066995145
137,1,0.001,"5","5",1,2.09034433217559,15.3473066995145
138,1,0.001,"6","6",1,2.09034433217559,15.3473066995145
78,2,0,"2","3",0,2.09034433217559,15.3473066995145
79,2,0,"3","4",0,2.09034433217559,15.3473066995145
80,2,0,"4","5",0,2.09034433217559,15.3473066995145
81,2,0,"5","6",1,2.09034433217559,15.3473066995145
82,2,0,"6","7",1,2.09034433217559,15.3473066995145
83,2,0,"7","1",0,2.09034433217559,15.3473066995145
84,2,0,"1","2",0,2.09034433217559,15.3473066995145
85,2,0,"2","3",0,2.09034433217559,15.3473066995145
86,2,0,"3","4",0,2.09034433217559,15.3473066995145
87,2,0,"4","5",0,2.09034433217559,15.3473066995145
88,2,0,"5","6",1,2.09034433217559,15.3473066995145
89,2,0,"6","7",1,2.09034433217559,15.3473066995145
