"origin","dev","value","dow_origin","dow_dev","weekend_reporting","var1","var2"
54,1,0,"6","6",1,1.43123803866684,4.9301791858368
55,1,0,"7","7",0,1.55206829340435,4.31572112738826
56,1,0,"1","1",0,1.55206829340435,4.31572112738826
57,1,0,"2","2",0,1.55206829340435,4.31572112738826
58,1,0,"3","3",0,1.55206829340435,4.31572112738826
59,1,0,"4","4",0,1.55206829340435,4.31572112738826
60,1,0,"5","5",1,1.43123803866684,4.9301791858368
61,1,0,"6","6",1,1.43123803866684,4.9301791858368
62,1,0,"7","7",0,1.55206829340435,4.31572112738826
63,1,0,"1","1",0,1.55206829340435,4.31572112738826
64,1,0,"2","2",0,1.55206829340435,4.31572112738826
65,1,0,"3","3",0,1.55206829340435,4.31572112738826
66,1,0,"4","4",0,1.55206829340435,4.31572112738826
67,1,0,"5","5",1,1.43123803866684,4.9301791858368
68,1,0,"6","6",1,1.43123803866684,4.9301791858368
69,1,0,"7","7",0,1.55206829340435,4.31572112738826
70,1,0,"1","1",0,1.55206829340435,4.31572112738826
71,1,0,"2","2",0,1.55206829340435,4.31572112738826
72,1,0,"3","3",0,1.55206829340435,4.31572112738826
73,1,0,"4","4",0,1.55206829340435,4.31572112738826
74,1,0,"5","5",1,1.43123803866684,4.9301791858368
75,1,0,"6","6",1,1.43123803866684,4.9301791858368
76,1,0,"7","7",0,1.55206829340435,4.31572112738826
77,1,0,"1","1",0,1.55206829340435,4.31572112738826
78,1,0,"2","2",0,1.55206829340435,4.31572112738826
79,1,0,"3","3",0,1.55206829340435,4.31572112738826
80,1,0,"4","4",0,1.55206829340435,4.31572112738826
81,1,0,"5","5",1,1.43123803866684,4.9301791858368
82,1,0,"6","6",1,1.43123803866684,4.9301791858368
83,1,0,"7","7",0,1.55206829340435,4.31572112738826
84,1,0,"1","1",0,1.55206829340435,4.31572112738826
85,1,0,"2","2",0,1.55206829340435,4.31572112738826
86,1,0,"3","3",0,1.55206829340435,4.31572112738826
87,1,0,"4","4",0,1.55206829340435,4.31572112738826
88,1,0,"5","5",1,1.43123803866684,4.9301791858368
89,1,0,"6","6",1,1.43123803866684,4.9301791858368
90,1,0,"7","7",0,1.55206829340435,4.31572112738826
91,1,0,"1","1",0,1.55206829340435,4.31572112738826
92,1,0,"2","2",0,1.55206829340435,4.31572112738826
93,1,0,"3","3",0,1.55206829340435,4.31572112738826
94,1,0,"4","4",0,1.55206829340435,4.31572112738826
95,1,0,"5","5",1,1.43123803866684,4.9301791858368
96,1,0,"6","6",1,1.43123803866684,4.9301791858368
97,1,0,"7","7",0,1.55206829340435,4.31572112738826
98,1,0,"1","1",0,1.55206829340435,4.31572112738826
99,1,0,"2","2",0,1.55206829340435,4.31572112738826
100,1,0,"3","3",0,1.55206829340435,4.31572112738826
101,1,0,"4","4",0,1.55206829340435,4.31572112738826
102,1,0,"5","5",1,1.43123803866684,4.9301791858368
103,1,0,"6","6",1,1.43123803866684,4.9301791858368
104,1,0,"7","7",0,1.55206829340435,4.31572112738826
105,1,0,"1","1",0,1.55206829340435,4.31572112738826
106,1,0,"2","2",0,1.55206829340435,4.31572112738826
107,1,0,"3","3",0,1.55206829340435,4.31572112738826
108,1,0,"4","4",0,1.55206829340435,4.31572112738826
109,1,0,"5","5",1,1.43123803866684,4.9301791858368
110,1,0,"6","6",1,1.43123803866684,4.9301791858368
111,1,0,"7","7",0,1.55206829340435,4.31572112738826
112,1,0,"1","1",0,1.55206829340435,4.31572112738826
113,1,0,"2","2",0,1.55206829340435,4.31572112738826
114,1,0,"3","3",0,1.55206829340435,4.31572112738826
54,2,0,"6","7",1,1.43123803866684,4.9301791858368
55,2,0,"7","1",0,1.55206829340435,4.31572112738826
56,2,0,"1","2",0,1.55206829340435,4.31572112738826
57,2,1,"2","3",0,1.55206829340435,4.31572112738826
58,2,0,"3","4",0,1.55206829340435,4.31572112738826
59,2,0,"4","5",0,1.55206829340435,4.31572112738826
60,2,0,"5","6",1,1.43123803866684,4.9301791858368
61,2,0,"6","7",1,1.43123803866684,4.9301791858368
62,2,0,"7","1",0,1.55206829340435,4.31572112738826
