"origin","dev","value","dow_origin","dow_dev","weekend_reporting","var1","var2"
73,1,0,"4","4",0,1.5991474036973,4.34674308048994
74,1,0,"5","5",1,1.51357575502415,4.62970779098823
75,1,0,"6","6",1,1.51357575502415,4.62970779098823
76,1,0,"7","7",0,1.5991474036973,4.34674308048994
77,1,0,"1","1",0,1.5991474036973,4.34674308048994
78,1,0,"2","2",0,1.5991474036973,4.34674308048994
79,1,0,"3","3",0,1.5991474036973,4.34674308048994
80,1,0,"4","4",0,1.5991474036973,4.34674308048994
81,1,0,"5","5",1,1.51357575502415,4.62970779098823
82,1,0,"6","6",1,1.51357575502415,4.62970779098823
83,1,0,"7","7",0,1.5991474036973,4.34674308048994
84,1,0,"1","1",0,1.5991474036973,4.34674308048994
85,1,0,"2","2",0,1.5991474036973,4.34674308048994
86,1,0,"3","3",0,1.5991474036973,4.34674308048994
87,1,0,"4","4",0,1.5991474036973,4.34674308048994
88,1,0,"5","5",1,1.51357575502415,4.62970779098823
89,1,0,"6","6",1,1.51357575502415,4.62970779098823
90,1,0,"7","7",0,1.5991474036973,4.34674308048994
91,1,0,"1","1",0,1.5991474036973,4.34674308048994
92,1,0,"2","2",0,1.5991474036973,4.34674308048994
93,1,0,"3","3",0,1.5991474036973,4.34674308048994
94,1,0,"4","4",0,1.5991474036973,4.34674308048994
95,1,0,"5","5",1,1.51357575502415,4.62970779098823
96,1,0,"6","6",1,1.51357575502415,4.62970779098823
97,1,0,"7","7",0,1.5991474036973,4.34674308048994
98,1,0,"1","1",0,1.5991474036973,4.34674308048994
99,1,0,"2","2",0,1.5991474036973,4.34674308048994
100,1,0,"3","3",0,1.5991474036973,4.34674308048994
101,1,0,"4","4",0,1.5991474036973,4.34674308048994
102,1,0,"5","5",1,1.51357575502415,4.62970779098823
103,1,0,"6","6",1,1.51357575502415,4.62970779098823
104,1,0,"7","7",0,1.5991474036973,4.34674308048994
105,1,0,"1","1",0,1.5991474036973,4.34674308048994
106,1,0,"2","2",0,1.5991474036973,4.34674308048994
107,1,0,"3","3",0,1.5991474036973,4.34674308048994
108,1,0,"4","4",0,1.5991474036973,4.34674308048994
109,1,0,"5","5",1,1.51357575502415,4.62970779098823
110,1,0,"6","6",1,1.51357575502415,4.62970779098823
111,1,0,"7","7",0,1.5991474036973,4.34674308048994
112,1,0,"1","1",0,1.5991474036973,4.34674308048994
